chr,loc,snpid
Chr5,221711718,Chr5_221711718
Chr5,221711813,Chr5_221711813
Chr5,221712291,Chr5_221712291
Chr5,221712314,Chr5_221712314
Chr5,221816526,Chr5_221816526
Chr5,221817199,Chr5_221817199
Chr5,221817407,Chr5_221817407
Chr5,221819000,Chr5_221819000
Chr5,221819094,Chr5_221819094
Chr5,221821653,Chr5_221821653
Chr5,221849147,Chr5_221849147
Chr5,221849199,Chr5_221849199
Chr5,221849327,Chr5_221849327
Chr5,221851117,Chr5_221851117
Chr5,221851887,Chr5_221851887
Chr5,221865740,Chr5_221865740
Chr5,221866621,Chr5_221866621
Chr5,221876514,Chr5_221876514
Chr5,221876525,Chr5_221876525
Chr5,221876647,Chr5_221876647
Chr5,221876650,Chr5_221876650
Chr5,221877134,Chr5_221877134
Chr5,221877136,Chr5_221877136
Chr5,221962735,Chr5_221962735
Chr5,221962919,Chr5_221962919
Chr5,221963203,Chr5_221963203
Chr5,221963233,Chr5_221963233
Chr5,221963368,Chr5_221963368
Chr5,221963411,Chr5_221963411
Chr5,221963455,Chr5_221963455
Chr5,221964230,Chr5_221964230
Chr5,221970563,Chr5_221970563
Chr5,221971104,Chr5_221971104
Chr5,221972361,Chr5_221972361
Chr5,221972875,Chr5_221972875
Chr5,221977340,Chr5_221977340
Chr5,221977449,Chr5_221977449
Chr5,221977747,Chr5_221977747
Chr5,221978126,Chr5_221978126
Chr5,221978171,Chr5_221978171
Chr5,221978675,Chr5_221978675
Chr5,221990204,Chr5_221990204
Chr5,222064539,Chr5_222064539
Chr5,222049051,Chr5_222049051
Chr5,222065951,Chr5_222065951
Chr5,222066271,Chr5_222066271
Chr5,222069578,Chr5_222069578
Chr5,222070817,Chr5_222070817
Chr5,222071017,Chr5_222071017
Chr5,222071029,Chr5_222071029
Chr5,222127341,Chr5_222127341
Chr5,222128259,Chr5_222128259
Chr5,222128390,Chr5_222128390
Chr5,222128535,Chr5_222128535
Chr5,222128736,Chr5_222128736
Chr5,222129433,Chr5_222129433
Chr5,222129577,Chr5_222129577
Chr5,222129583,Chr5_222129583
Chr5,222129806,Chr5_222129806
Chr5,222130070,Chr5_222130070
Chr5,222130134,Chr5_222130134
Chr5,222156009,Chr5_222156009
Chr5,222157777,Chr5_222157777
Chr5,222158149,Chr5_222158149
Chr5,222158871,Chr5_222158871
Chr5,222158929,Chr5_222158929
Chr5,222228091,Chr5_222228091
Chr5,222228444,Chr5_222228444
Chr5,222229345,Chr5_222229345
Chr5,222298534,Chr5_222298534
Chr5,222298646,Chr5_222298646
Chr5,222298875,Chr5_222298875
Chr5,222299305,Chr5_222299305
Chr5,222301493,Chr5_222301493
Chr5,222302261,Chr5_222302261
Chr5,222302354,Chr5_222302354
Chr5,222356249,Chr5_222356249
Chr5,222356398,Chr5_222356398
Chr5,222356659,Chr5_222356659
Chr5,222420897,Chr5_222420897
Chr5,222420957,Chr5_222420957
Chr5,222421178,Chr5_222421178
Chr5,222423727,Chr5_222423727
Chr5,222424566,Chr5_222424566
Chr5,222425810,Chr5_222425810
Chr5,222426832,Chr5_222426832
Chr5,222462320,Chr5_222462320
Chr5,222462613,Chr5_222462613
Chr5,222462682,Chr5_222462682
Chr5,222462963,Chr5_222462963
Chr5,222463133,Chr5_222463133
Chr5,222463230,Chr5_222463230
Chr5,222463419,Chr5_222463419
Chr5,222463455,Chr5_222463455
Chr5,222463833,Chr5_222463833
Chr5,222464861,Chr5_222464861
Chr5,222465083,Chr5_222465083
Chr5,222467034,Chr5_222467034
Chr5,222467076,Chr5_222467076
Chr5,222467389,Chr5_222467389
Chr5,222468835,Chr5_222468835
Chr5,222471508,Chr5_222471508
Chr5,222471525,Chr5_222471525
Chr5,222473156,Chr5_222473156
Chr5,222473189,Chr5_222473189
Chr5,222473423,Chr5_222473423
Chr5,222474139,Chr5_222474139
Chr5,222474223,Chr5_222474223
Chr5,222483900,Chr5_222483900
Chr5,222484353,Chr5_222484353
Chr5,222484606,Chr5_222484606
Chr5,222515669,Chr5_222515669
Chr5,222516853,Chr5_222516853
Chr5,222517602,Chr5_222517602
Chr5,222518325,Chr5_222518325
Chr5,222519320,Chr5_222519320
Chr5,222519892,Chr5_222519892
Chr5,222527099,Chr5_222527099
Chr5,222528213,Chr5_222528213
Chr5,222528333,Chr5_222528333
Chr5,222531376,Chr5_222531376
Chr5,222531445,Chr5_222531445
Chr5,222531962,Chr5_222531962
Chr5,222532393,Chr5_222532393
Chr5,222539671,Chr5_222539671
Chr5,222542675,Chr5_222542675
Chr5,222542768,Chr5_222542768
Chr5,222543897,Chr5_222543897
Chr5,222550917,Chr5_222550917
Chr5,222550930,Chr5_222550930
Chr5,222551133,Chr5_222551133
Chr5,222569799,Chr5_222569799
Chr5,222569809,Chr5_222569809
Chr5,222573590,Chr5_222573590
Chr5,222575995,Chr5_222575995
Chr5,222576489,Chr5_222576489
Chr5,222576534,Chr5_222576534
Chr5,222621856,Chr5_222621856
Chr5,222621910,Chr5_222621910
Chr5,222621953,Chr5_222621953
Chr5,222621982,Chr5_222621982
Chr5,222622035,Chr5_222622035
Chr5,222622356,Chr5_222622356
Chr5,222622373,Chr5_222622373
Chr5,222623548,Chr5_222623548
Chr5,222624684,Chr5_222624684
Chr5,222624975,Chr5_222624975
Chr5,222625305,Chr5_222625305
Chr5,222626077,Chr5_222626077
Chr5,222626352,Chr5_222626352
Chr5,222626748,Chr5_222626748
Chr5,222627446,Chr5_222627446
Chr5,222628195,Chr5_222628195
Chr5,222629289,Chr5_222629289
Chr5,222663037,Chr5_222663037
Chr5,222663889,Chr5_222663889
Chr5,222665315,Chr5_222665315
Chr5,222666693,Chr5_222666693
Chr5,222667024,Chr5_222667024
Chr5,222667615,Chr5_222667615
Chr5,222668261,Chr5_222668261
Chr5,222670234,Chr5_222670234
Chr5,222695406,Chr5_222695406
Chr5,222695607,Chr5_222695607
Chr5,22202612,Chr5_22202612
Chr5,22202649,Chr5_22202649
Chr5,22202651,Chr5_22202651
Chr5,22202812,Chr5_22202812
Chr5,222955653,Chr5_222955653
Chr5,222955765,Chr5_222955765
Chr5,222955912,Chr5_222955912
Chr5,222956636,Chr5_222956636
Chr5,222969770,Chr5_222969770
Chr5,22205224,Chr5_22205224
Chr5,22205849,Chr5_22205849
Chr5,222996998,Chr5_222996998
Chr5,222997007,Chr5_222997007
Chr5,223226329,Chr5_223226329
Chr5,223226332,Chr5_223226332
Chr5,223227929,Chr5_223227929
Chr5,223233177,Chr5_223233177
Chr5,223301193,Chr5_223301193
Chr5,223334173,Chr5_223334173
Chr5,223334544,Chr5_223334544
Chr5,223540263,Chr5_223540263
Chr5,223540300,Chr5_223540300
Chr5,223543738,Chr5_223543738
Chr5,223571702,Chr5_223571702
Chr5,223572707,Chr5_223572707
Chr5,223573198,Chr5_223573198
Chr5,223576561,Chr5_223576561
Chr5,2237837,Chr5_2237837
Chr5,2237714,Chr5_2237714
Chr5,2237697,Chr5_2237697
Chr5,2237287,Chr5_2237287
Chr5,2235092,Chr5_2235092
Chr5,2234880,Chr5_2234880
Chr5,2234290,Chr5_2234290
Chr5,2232719,Chr5_2232719
Chr5,2232518,Chr5_2232518
Chr5,2231577,Chr5_2231577
Chr5,2230811,Chr5_2230811
Chr5,2229007,Chr5_2229007
Chr5,2228994,Chr5_2228994
Chr5,22402324,Chr5_22402324
Chr5,22402335,Chr5_22402335
Chr5,22402804,Chr5_22402804
Chr5,22403616,Chr5_22403616
Chr5,22443127,Chr5_22443127
Chr5,22498070,Chr5_22498070
Chr5,22498334,Chr5_22498334
Chr5,22498365,Chr5_22498365
Chr5,22498475,Chr5_22498475
Chr5,22498568,Chr5_22498568
Chr5,22499818,Chr5_22499818
Chr5,22499908,Chr5_22499908
Chr5,22500165,Chr5_22500165
Chr5,22501937,Chr5_22501937
Chr5,22503427,Chr5_22503427
Chr5,22503466,Chr5_22503466
Chr5,22503859,Chr5_22503859
Chr5,22503967,Chr5_22503967
Chr5,22504064,Chr5_22504064
Chr5,22504197,Chr5_22504197
Chr5,22612297,Chr5_22612297
Chr5,22612555,Chr5_22612555
Chr5,22612588,Chr5_22612588
Chr5,22612892,Chr5_22612892
Chr5,22612908,Chr5_22612908
Chr5,22612951,Chr5_22612951
Chr5,22612960,Chr5_22612960
Chr5,22613012,Chr5_22613012
Chr5,22613278,Chr5_22613278
Chr5,22613362,Chr5_22613362
Chr5,22613504,Chr5_22613504
Chr5,22613777,Chr5_22613777
Chr5,22864081,Chr5_22864081
Chr5,22864825,Chr5_22864825
Chr5,22864854,Chr5_22864854
Chr5,22864935,Chr5_22864935
Chr5,22865004,Chr5_22865004
Chr5,22865146,Chr5_22865146
Chr5,34733,Chr5_34733
Chr5,23082184,Chr5_23082184
Chr5,23094652,Chr5_23094652
Chr5,2340151,Chr5_2340151
Chr5,23137009,Chr5_23137009
Chr5,2340403,Chr5_2340403
Chr5,2340520,Chr5_2340520
Chr5,2340614,Chr5_2340614
Chr5,2340663,Chr5_2340663
Chr5,2340733,Chr5_2340733
Chr5,2340811,Chr5_2340811
Chr5,23141466,Chr5_23141466
Chr5,23141935,Chr5_23141935
Chr5,23141936,Chr5_23141936
Chr5,23141955,Chr5_23141955
Chr5,23141978,Chr5_23141978
Chr5,2340921,Chr5_2340921
Chr5,23154581,Chr5_23154581
Chr5,23154598,Chr5_23154598
Chr5,23154694,Chr5_23154694
Chr5,23154739,Chr5_23154739
Chr5,23154753,Chr5_23154753
Chr5,23154773,Chr5_23154773
Chr5,23154847,Chr5_23154847
Chr5,23154961,Chr5_23154961
Chr5,23156845,Chr5_23156845
Chr5,23156918,Chr5_23156918
Chr5,23156986,Chr5_23156986
Chr5,23157001,Chr5_23157001
Chr5,23157071,Chr5_23157071
Chr5,23157099,Chr5_23157099
Chr5,23157176,Chr5_23157176
Chr5,23157212,Chr5_23157212
Chr5,23157376,Chr5_23157376
Chr5,2343570,Chr5_2343570
Chr5,2343578,Chr5_2343578
Chr5,2343784,Chr5_2343784
Chr5,23180587,Chr5_23180587
Chr5,23180591,Chr5_23180591
Chr5,23180726,Chr5_23180726
Chr5,23180807,Chr5_23180807
Chr5,23180900,Chr5_23180900
Chr5,23181074,Chr5_23181074
Chr5,23181257,Chr5_23181257
Chr5,2346203,Chr5_2346203
Chr5,2346343,Chr5_2346343
Chr5,2348473,Chr5_2348473
Chr5,23249753,Chr5_23249753
Chr5,23249782,Chr5_23249782
Chr5,23249908,Chr5_23249908
Chr5,23250034,Chr5_23250034
Chr5,23250253,Chr5_23250253
Chr5,23250271,Chr5_23250271
Chr5,23250326,Chr5_23250326
Chr5,23250389,Chr5_23250389
Chr5,23250522,Chr5_23250522
Chr5,23250607,Chr5_23250607
Chr5,23250615,Chr5_23250615
Chr5,23250752,Chr5_23250752
Chr5,23251057,Chr5_23251057
Chr5,23251161,Chr5_23251161
Chr5,23251231,Chr5_23251231
Chr5,23251579,Chr5_23251579
Chr5,23252079,Chr5_23252079
Chr5,23252663,Chr5_23252663
Chr5,23253685,Chr5_23253685
Chr5,23254409,Chr5_23254409
Chr5,23260231,Chr5_23260231
Chr5,2364789,Chr5_2364789
Chr5,2364810,Chr5_2364810
Chr5,23536699,Chr5_23536699
Chr5,23536712,Chr5_23536712
Chr5,23536893,Chr5_23536893
Chr5,23536953,Chr5_23536953
Chr5,23538746,Chr5_23538746
Chr5,23539002,Chr5_23539002
Chr5,23539045,Chr5_23539045
Chr5,23539451,Chr5_23539451
Chr5,23539691,Chr5_23539691
Chr5,23540209,Chr5_23540209
Chr5,23554311,Chr5_23554311
Chr5,23554473,Chr5_23554473
Chr5,23554698,Chr5_23554698
Chr5,2396549,Chr5_2396549
Chr5,2396970,Chr5_2396970
Chr5,2398751,Chr5_2398751
Chr5,2398829,Chr5_2398829
Chr5,23707452,Chr5_23707452
Chr5,23707496,Chr5_23707496
Chr5,23707728,Chr5_23707728
Chr5,23707772,Chr5_23707772
Chr5,23776188,Chr5_23776188
Chr5,23782171,Chr5_23782171
Chr5,23782207,Chr5_23782207
Chr5,23782291,Chr5_23782291
Chr5,23782293,Chr5_23782293
Chr5,23782460,Chr5_23782460
Chr5,23782832,Chr5_23782832
Chr5,23783304,Chr5_23783304
Chr5,23783407,Chr5_23783407
Chr5,23783720,Chr5_23783720
Chr5,23783794,Chr5_23783794
Chr5,23784085,Chr5_23784085
Chr5,23784259,Chr5_23784259
Chr5,23784270,Chr5_23784270
Chr5,23785471,Chr5_23785471
Chr5,23853277,Chr5_23853277
Chr5,23853492,Chr5_23853492
Chr5,23853564,Chr5_23853564
Chr5,23853674,Chr5_23853674
Chr5,23854556,Chr5_23854556
Chr5,23854593,Chr5_23854593
Chr5,23866831,Chr5_23866831
Chr5,23877668,Chr5_23877668
Chr5,23880673,Chr5_23880673
Chr5,23882900,Chr5_23882900
Chr5,23882903,Chr5_23882903
Chr5,23882984,Chr5_23882984
Chr5,23883085,Chr5_23883085
Chr5,23985497,Chr5_23985497
Chr5,23992736,Chr5_23992736
Chr5,24011497,Chr5_24011497
Chr5,24012067,Chr5_24012067
Chr5,24017728,Chr5_24017728
Chr5,2431440,Chr5_2431440
Chr5,2432145,Chr5_2432145
Chr5,2432205,Chr5_2432205
Chr5,2432286,Chr5_2432286
Chr5,2432491,Chr5_2432491
Chr5,2436091,Chr5_2436091
Chr5,2436246,Chr5_2436246
Chr5,2437168,Chr5_2437168
Chr5,2437189,Chr5_2437189
Chr5,2437240,Chr5_2437240
Chr5,2437279,Chr5_2437279
Chr5,2439437,Chr5_2439437
Chr5,2439854,Chr5_2439854
Chr5,2441962,Chr5_2441962
Chr5,2442007,Chr5_2442007
Chr5,2444075,Chr5_2444075
Chr5,2444401,Chr5_2444401
Chr5,2444478,Chr5_2444478
Chr5,2444523,Chr5_2444523
Chr5,2444697,Chr5_2444697
Chr5,2445021,Chr5_2445021
Chr5,2445049,Chr5_2445049
Chr5,2445109,Chr5_2445109
Chr5,24175404,Chr5_24175404
Chr5,24175437,Chr5_24175437
Chr5,24175599,Chr5_24175599
Chr5,24175611,Chr5_24175611
Chr5,24175999,Chr5_24175999
Chr5,24176246,Chr5_24176246
Chr5,24275407,Chr5_24275407
Chr5,24275890,Chr5_24275890
Chr5,24275902,Chr5_24275902
Chr5,24373268,Chr5_24373268
Chr5,24373278,Chr5_24373278
Chr5,2467700,Chr5_2467700
Chr5,2467773,Chr5_2467773
Chr5,24406995,Chr5_24406995
Chr5,24407381,Chr5_24407381
Chr5,24407384,Chr5_24407384
Chr5,24408394,Chr5_24408394
Chr5,24408550,Chr5_24408550
Chr5,24408564,Chr5_24408564
Chr5,24408571,Chr5_24408571
Chr5,24408733,Chr5_24408733
Chr5,24408834,Chr5_24408834
Chr5,24409535,Chr5_24409535
Chr5,24411919,Chr5_24411919
Chr5,24426286,Chr5_24426286
Chr5,24431020,Chr5_24431020
Chr5,24431447,Chr5_24431447
Chr5,24434546,Chr5_24434546
Chr5,2478982,Chr5_2478982
Chr5,2479198,Chr5_2479198
Chr5,24679659,Chr5_24679659
Chr5,24679740,Chr5_24679740
Chr5,24679805,Chr5_24679805
Chr5,24679973,Chr5_24679973
Chr5,24680041,Chr5_24680041
Chr5,24680094,Chr5_24680094
Chr5,24680232,Chr5_24680232
Chr5,24680297,Chr5_24680297
Chr5,24682336,Chr5_24682336
Chr5,24682381,Chr5_24682381
Chr5,24682391,Chr5_24682391
Chr5,24684157,Chr5_24684157
Chr5,24684273,Chr5_24684273
Chr5,24684965,Chr5_24684965
Chr5,24685217,Chr5_24685217
Chr5,24685228,Chr5_24685228
Chr5,24816804,Chr5_24816804
Chr5,24816894,Chr5_24816894
Chr5,24816921,Chr5_24816921
Chr5,24817211,Chr5_24817211
Chr5,24817376,Chr5_24817376
Chr5,24817428,Chr5_24817428
Chr5,24817514,Chr5_24817514
Chr5,24847642,Chr5_24847642
Chr5,24847746,Chr5_24847746
Chr5,24847820,Chr5_24847820
Chr5,24847866,Chr5_24847866
Chr5,24847883,Chr5_24847883
Chr5,24849176,Chr5_24849176
Chr5,24849401,Chr5_24849401
Chr5,24849536,Chr5_24849536
Chr5,24849715,Chr5_24849715
Chr5,24853394,Chr5_24853394
Chr5,24853750,Chr5_24853750
Chr5,24944251,Chr5_24944251
Chr5,24944409,Chr5_24944409
Chr5,24944681,Chr5_24944681
Chr5,24945064,Chr5_24945064
Chr5,24945553,Chr5_24945553
Chr5,24945554,Chr5_24945554
Chr5,24985076,Chr5_24985076
Chr5,25004141,Chr5_25004141
Chr5,25004186,Chr5_25004186
Chr5,25004362,Chr5_25004362
Chr5,25004365,Chr5_25004365
Chr5,25005013,Chr5_25005013
Chr5,25005615,Chr5_25005615
Chr5,25009655,Chr5_25009655
Chr5,25009781,Chr5_25009781
Chr5,25177938,Chr5_25177938
Chr5,25177962,Chr5_25177962
Chr5,25178271,Chr5_25178271
Chr5,25179872,Chr5_25179872
Chr5,25186244,Chr5_25186244
Chr5,25186245,Chr5_25186245
Chr5,25186403,Chr5_25186403
Chr5,25186954,Chr5_25186954
Chr5,25187074,Chr5_25187074
Chr5,25228602,Chr5_25228602
Chr5,25228657,Chr5_25228657
Chr5,25228704,Chr5_25228704
Chr5,25229498,Chr5_25229498
Chr5,25229981,Chr5_25229981
Chr5,25230417,Chr5_25230417
Chr5,25231445,Chr5_25231445
Chr5,25232225,Chr5_25232225
Chr5,25232277,Chr5_25232277
Chr5,25232598,Chr5_25232598
Chr5,25232653,Chr5_25232653
Chr5,25233064,Chr5_25233064
Chr5,25234196,Chr5_25234196
Chr5,25234288,Chr5_25234288
Chr5,25235484,Chr5_25235484
Chr5,25241282,Chr5_25241282
Chr5,25241307,Chr5_25241307
Chr5,25241453,Chr5_25241453
Chr5,2555105,Chr5_2555105
Chr5,2556004,Chr5_2556004
Chr5,2556139,Chr5_2556139
Chr5,2556393,Chr5_2556393
Chr5,2556581,Chr5_2556581
Chr5,2556631,Chr5_2556631
Chr5,2556643,Chr5_2556643
Chr5,2557040,Chr5_2557040
Chr5,25431467,Chr5_25431467
Chr5,25431600,Chr5_25431600
Chr5,25432183,Chr5_25432183
Chr5,25432375,Chr5_25432375
Chr5,25432402,Chr5_25432402
Chr5,25432450,Chr5_25432450
Chr5,25432798,Chr5_25432798
Chr5,25432971,Chr5_25432971
Chr5,25433285,Chr5_25433285
Chr5,25433720,Chr5_25433720
Chr5,25433916,Chr5_25433916
Chr5,25433967,Chr5_25433967
Chr5,25434167,Chr5_25434167
Chr5,25434219,Chr5_25434219
Chr5,25434260,Chr5_25434260
Chr5,25434326,Chr5_25434326
Chr5,25518211,Chr5_25518211
Chr5,25518223,Chr5_25518223
Chr5,25518381,Chr5_25518381
Chr5,25518446,Chr5_25518446
Chr5,25518451,Chr5_25518451
Chr5,25518507,Chr5_25518507
Chr5,25519710,Chr5_25519710
Chr5,25520470,Chr5_25520470
Chr5,25520564,Chr5_25520564
Chr5,25523190,Chr5_25523190
Chr5,25537253,Chr5_25537253
Chr5,25537282,Chr5_25537282
Chr5,25538025,Chr5_25538025
Chr5,25540811,Chr5_25540811
Chr5,25546283,Chr5_25546283
Chr5,2608885,Chr5_2608885
Chr5,2608895,Chr5_2608895
Chr5,2609468,Chr5_2609468
Chr5,2610025,Chr5_2610025
Chr5,2618168,Chr5_2618168
Chr5,2623479,Chr5_2623479
Chr5,2623917,Chr5_2623917
Chr5,26015322,Chr5_26015322
Chr5,26015363,Chr5_26015363
Chr5,26098281,Chr5_26098281
Chr5,26098283,Chr5_26098283
Chr5,26133068,Chr5_26133068
Chr5,26165540,Chr5_26165540
Chr5,26165771,Chr5_26165771
Chr5,26165942,Chr5_26165942
Chr5,26166093,Chr5_26166093
Chr5,26168853,Chr5_26168853
Chr5,26169358,Chr5_26169358
Chr5,26237287,Chr5_26237287
Chr5,26237509,Chr5_26237509
Chr5,26237776,Chr5_26237776
Chr5,26237872,Chr5_26237872
Chr5,26239907,Chr5_26239907
Chr5,26333312,Chr5_26333312
Chr5,2665072,Chr5_2665072
Chr5,26420542,Chr5_26420542
Chr5,2666560,Chr5_2666560
Chr5,2668918,Chr5_2668918
Chr5,2669038,Chr5_2669038
Chr5,26501292,Chr5_26501292
Chr5,26541996,Chr5_26541996
Chr5,2680463,Chr5_2680463
Chr5,2680476,Chr5_2680476
Chr5,2680485,Chr5_2680485
Chr5,2680587,Chr5_2680587
Chr5,2680618,Chr5_2680618
Chr5,2680865,Chr5_2680865
Chr5,2680889,Chr5_2680889
Chr5,26611473,Chr5_26611473
Chr5,26611549,Chr5_26611549
Chr5,26612544,Chr5_26612544
Chr5,26612622,Chr5_26612622
Chr5,26614160,Chr5_26614160
Chr5,26616094,Chr5_26616094
Chr5,26617176,Chr5_26617176
Chr5,26620390,Chr5_26620390
Chr5,26620670,Chr5_26620670
Chr5,26620934,Chr5_26620934
Chr5,26621013,Chr5_26621013
Chr5,2689361,Chr5_2689361
Chr5,2689546,Chr5_2689546
Chr5,2689727,Chr5_2689727
Chr5,2690758,Chr5_2690758
Chr5,2690795,Chr5_2690795
Chr5,26721686,Chr5_26721686
Chr5,26946813,Chr5_26946813
Chr5,26946969,Chr5_26946969
Chr5,26947060,Chr5_26947060
Chr5,26948476,Chr5_26948476
Chr5,26950168,Chr5_26950168
Chr5,27072303,Chr5_27072303
Chr5,27233134,Chr5_27233134
Chr5,27297199,Chr5_27297199
Chr5,27300195,Chr5_27300195
Chr5,27300613,Chr5_27300613
Chr5,2775547,Chr5_2775547
Chr5,27845547,Chr5_27845547
Chr5,27842156,Chr5_27842156
Chr5,27839890,Chr5_27839890
Chr5,27839655,Chr5_27839655
Chr5,27839193,Chr5_27839193
Chr5,27838823,Chr5_27838823
Chr5,27838644,Chr5_27838644
Chr5,2773713,Chr5_2773713
Chr5,2773456,Chr5_2773456
Chr5,2772716,Chr5_2772716
Chr5,27757745,Chr5_27757745
Chr5,27759202,Chr5_27759202
Chr5,27788306,Chr5_27788306
Chr5,27788933,Chr5_27788933
Chr5,27789035,Chr5_27789035
Chr5,27905941,Chr5_27905941
Chr5,27909284,Chr5_27909284
Chr5,28088597,Chr5_28088597
Chr5,28089245,Chr5_28089245
Chr5,28089668,Chr5_28089668
Chr5,28089862,Chr5_28089862
Chr5,28297711,Chr5_28297711
Chr5,28274194,Chr5_28274194
Chr5,28274252,Chr5_28274252
Chr5,28274282,Chr5_28274282
Chr5,28275771,Chr5_28275771
Chr5,28276349,Chr5_28276349
Chr5,28276623,Chr5_28276623
Chr5,28276816,Chr5_28276816
Chr5,28277838,Chr5_28277838
Chr5,28277919,Chr5_28277919
Chr5,28278158,Chr5_28278158
Chr5,28301287,Chr5_28301287
Chr5,2849481,Chr5_2849481
Chr5,2850020,Chr5_2850020
Chr5,2850134,Chr5_2850134
Chr5,2850137,Chr5_2850137
Chr5,28382168,Chr5_28382168
Chr5,2857912,Chr5_2857912
Chr5,2858015,Chr5_2858015
Chr5,28477789,Chr5_28477789
Chr5,28478359,Chr5_28478359
Chr5,2866488,Chr5_2866488
Chr5,2866564,Chr5_2866564
Chr5,28550138,Chr5_28550138
Chr5,28550164,Chr5_28550164
Chr5,28550204,Chr5_28550204
Chr5,28550210,Chr5_28550210
Chr5,28550245,Chr5_28550245
Chr5,28550273,Chr5_28550273
Chr5,28550333,Chr5_28550333
Chr5,28550381,Chr5_28550381
Chr5,28550591,Chr5_28550591
Chr5,28550664,Chr5_28550664
Chr5,28550733,Chr5_28550733
Chr5,28550864,Chr5_28550864
Chr5,28551060,Chr5_28551060
Chr5,2871356,Chr5_2871356
Chr5,2872144,Chr5_2872144
Chr5,2872456,Chr5_2872456
Chr5,2872676,Chr5_2872676
Chr5,2873496,Chr5_2873496
Chr5,2874921,Chr5_2874921
Chr5,28635062,Chr5_28635062
Chr5,28635081,Chr5_28635081
Chr5,28635160,Chr5_28635160
Chr5,28635185,Chr5_28635185
Chr5,28635869,Chr5_28635869
Chr5,28636012,Chr5_28636012
Chr5,2877380,Chr5_2877380
Chr5,28639162,Chr5_28639162
Chr5,2877549,Chr5_2877549
Chr5,2877645,Chr5_2877645
Chr5,2877892,Chr5_2877892
Chr5,2878379,Chr5_2878379
Chr5,2886540,Chr5_2886540
Chr5,2886646,Chr5_2886646
Chr5,2887527,Chr5_2887527
Chr5,2894026,Chr5_2894026
Chr5,2894059,Chr5_2894059
Chr5,2894195,Chr5_2894195
Chr5,2894196,Chr5_2894196
Chr5,2894705,Chr5_2894705
Chr5,2894917,Chr5_2894917
Chr5,2894953,Chr5_2894953
Chr5,2894989,Chr5_2894989
Chr5,2895021,Chr5_2895021
Chr5,2895070,Chr5_2895070
Chr5,2896015,Chr5_2896015
Chr5,2896447,Chr5_2896447
Chr5,2896563,Chr5_2896563
Chr5,2896665,Chr5_2896665
Chr5,2896764,Chr5_2896764
Chr5,28898180,Chr5_28898180
Chr5,28898255,Chr5_28898255
Chr5,28898449,Chr5_28898449
Chr5,28899377,Chr5_28899377
Chr5,28900018,Chr5_28900018
Chr5,28900311,Chr5_28900311
Chr5,28905872,Chr5_28905872
Chr5,28906677,Chr5_28906677
Chr5,28906699,Chr5_28906699
Chr5,28907853,Chr5_28907853
Chr5,28908116,Chr5_28908116
Chr5,28908415,Chr5_28908415
Chr5,28982540,Chr5_28982540
Chr5,28982716,Chr5_28982716
Chr5,28983778,Chr5_28983778
Chr5,28983928,Chr5_28983928
Chr5,29088950,Chr5_29088950
Chr5,29096570,Chr5_29096570
Chr5,29097390,Chr5_29097390
Chr5,29097837,Chr5_29097837
Chr5,29098001,Chr5_29098001
Chr5,29098245,Chr5_29098245
Chr5,30099230,Chr5_30099230
Chr5,30098714,Chr5_30098714
Chr5,2998693,Chr5_2998693
Chr5,2998713,Chr5_2998713
Chr5,2998912,Chr5_2998912
Chr5,2998932,Chr5_2998932
Chr5,2999230,Chr5_2999230
Chr5,2999240,Chr5_2999240
Chr5,2999243,Chr5_2999243
Chr5,2999355,Chr5_2999355
Chr5,2999444,Chr5_2999444
Chr5,2999541,Chr5_2999541
Chr5,2999607,Chr5_2999607
Chr5,3000060,Chr5_3000060
Chr5,3000069,Chr5_3000069
Chr5,3000126,Chr5_3000126
Chr5,3000267,Chr5_3000267
Chr5,30334738,Chr5_30334738
Chr5,30334571,Chr5_30334571
Chr5,3000298,Chr5_3000298
Chr5,30559454,Chr5_30559454
Chr5,30559417,Chr5_30559417
Chr5,30559398,Chr5_30559398
Chr5,30938596,Chr5_30938596
Chr5,30938680,Chr5_30938680
Chr5,30939202,Chr5_30939202
Chr5,30939564,Chr5_30939564
Chr5,30940052,Chr5_30940052
Chr5,30940447,Chr5_30940447
Chr5,30940469,Chr5_30940469
Chr5,30943969,Chr5_30943969
Chr5,31080292,Chr5_31080292
Chr5,31080455,Chr5_31080455
Chr5,31174538,Chr5_31174538
Chr5,31174636,Chr5_31174636
Chr5,31174904,Chr5_31174904
Chr5,31175117,Chr5_31175117
Chr5,31175143,Chr5_31175143
Chr5,31254422,Chr5_31254422
Chr5,31254477,Chr5_31254477
Chr5,31254677,Chr5_31254677
Chr5,31259516,Chr5_31259516
Chr5,31263040,Chr5_31263040
Chr5,3143411,Chr5_3143411
Chr5,3147910,Chr5_3147910
Chr5,3147939,Chr5_3147939
Chr5,3148239,Chr5_3148239
Chr5,3149150,Chr5_3149150
Chr5,3149432,Chr5_3149432
Chr5,3149505,Chr5_3149505
Chr5,3149793,Chr5_3149793
Chr5,3149809,Chr5_3149809
Chr5,3150103,Chr5_3150103
Chr5,3150142,Chr5_3150142
Chr5,3150753,Chr5_3150753
Chr5,3150854,Chr5_3150854
Chr5,3151321,Chr5_3151321
Chr5,3151734,Chr5_3151734
Chr5,31563042,Chr5_31563042
Chr5,31563132,Chr5_31563132
Chr5,3153831,Chr5_3153831
Chr5,3153948,Chr5_3153948
